communityname,state,pct_urban,med_income,pct_pub_asst,med_fam_income,pct_poverty,pct_not_h_sgrad,pct_coll_grad,pct_unemploy,pct_all_divorc,pers_per_fam,pct_kids2par,pct_work_mom18,pct_kids_born_nevr_marr,pct_immig3,pct_vacant_boarded,own_hous_low_q,own_hous_qrange,rent_low_q,rent_qrange,med_rentpct_hous_inc,pers_emerg_shelt,pers_homeless,police_per_pop,racial_match,pop_density,pct_use_pub_trans,violent_per_pop,non_viol_per_pop
Portsmouthcity,OH,0,15732,19.47,21022,27.97,35.7,11.45,11.52,14.53,2.97,59.16,49.37,2.98,0.02,3.94,22000,26400,131,137,29.8,0,0,NA,NA,2032.3,0,662.2,7933.86
OregonCitycity,OR,100,28687,4.6,31872,9.25,19.12,12.76,3.41,13.96,3.12,71.11,66.62,1.52,0.31,2.04,48900,24600,294,148,24.7,0,0,952.09,97.52,3024.3,2.52,463.84,5932.26
Washingtoncity,MO,0,30650,3.54,35818,5.22,25.05,14.01,3.64,8.24,3.12,82.09,79.76,0.73,0.5,1.67,50800,32200,218,139,21.9,0,0,NA,NA,1519.6,0.29,507.39,3927.92
Campbellcity,CA,100,42489,6.01,50352,5.76,11.4,30.97,3.42,16.41,2.93,65.87,71.94,2.35,1.84,4.51,229700,110200,583,275,27.2,0,0,NA,NA,6202.3,2.38,391.99,5037.2
Sedaliacity,MO,0,19775,7.68,25419,15.01,30.89,11.26,9.11,12.53,2.92,68.45,74.37,1.26,0.31,2,24400,29800,164,122,26.5,0,0,NA,NA,1701,0.27,582.45,5599.33
Astoriacity,OR,0,24325,7.12,30017,16.46,18,16.36,6.09,14.98,2.95,66.93,65.48,1.79,0.2,4.58,40400,32400,200,146,23.7,15,0,NA,NA,1691.7,0.81,298.97,5111.39
Woodburycity,NJ,100,28993,13.13,37616,12.38,27.39,20.06,8.18,12.06,3.13,58.8,74.35,6.61,0,8.89,72600,43900,147,314,29.5,0,0,NA,NA,5058.5,4.06,517.6,5458.31
Montereycity,CA,100,34727,3.81,41126,6.58,11.47,39.85,2.23,12.96,2.86,76.53,61.26,1.4,3.87,0.62,203200,156300,546,263,28.8,0,9,NA,NA,3667.8,2.65,874.44,6244.58
Orangeburgcity,SC,0,22176,13.9,31318,25,28.93,23.47,9.46,9.05,3.07,48.55,72.11,8.21,0.53,2.89,43700,38200,126,171,24.1,0,0,NA,NA,1792.7,0,1790.5,10344.33
Beaconcity,NY,100,32633,6.96,38709,11.46,29.68,15.87,7.29,10.45,3.21,65.04,67.45,7.22,0.6,4.4,101100,40900,300,254,27.1,48,0,NA,NA,2699.3,4.14,651.61,2302.85
Auroracity,IL,100,35039,5.63,39941,10.54,28.76,18.61,6.05,10.77,3.45,68.84,70.17,7.25,1.73,6.96,60900,51700,329,198,25.8,232,5,NA,NA,2870.1,3.37,NA,5473.6
Norwoodcity,OH,100,22191,9.69,28020,13.19,38.11,8.4,6.82,15.71,3.07,63.2,68.67,2.97,0.29,0.35,42200,22200,225,101,24.7,70,0,NA,NA,7380.6,4.33,489.45,5753.31
Medfordcity,MA,100,38859,5.73,45532,6.93,21,23.66,5.8,6.86,3.11,77.19,68.3,1.71,1.65,0.97,156600,62300,403,320,25.4,21,0,210.81,99.17,6809.5,16.88,778.93,3115.73
Bexleycity,OH,100,48125,1.49,59336,5.26,4.76,58.28,2.61,7.05,3.11,84.4,72.82,0.85,0.67,1.45,87100,108600,320,195,24.4,0,0,NA,NA,5142.2,2.83,282.67,4202.93
Maderacity,CA,0,21401,21.4,23284,26.93,47.5,8.91,17,12.56,3.59,58.13,59.3,5.66,3.06,7.28,53200,39700,257,142,29.2,35,3,NA,NA,2741.7,0,1230.71,6658.21
Hibbingcity,MN,0,22378,10.13,29836,15.21,21.76,14.84,7.87,8.88,2.95,76.21,66.55,1.23,0.04,2.34,26800,25800,127,146,26.5,27,0,NA,NA,95.9,0.8,NA,1570.48
Nortontown,MA,16.62,43861,5.66,47349,5.5,16.58,22.12,5.01,8.96,3.21,79.31,67.87,1.39,0.32,0.95,118600,50400,255,369,22.8,0,0,NA,NA,479.7,2.89,186.22,1935.36
Fridleycity,MN,100,36855,5.38,41809,6.08,12.88,20.51,4.93,11.19,3,70.76,74.77,3.33,0.38,0.59,72700,26200,406,147,25.4,0,0,NA,NA,2704.8,3.46,NA,6981.84
Scarboroughtown,ME,31.71,40718,3.29,46549,2.62,11.9,28.96,4.54,9.55,3.03,81.84,76.01,0.55,0,2.16,102700,78800,453,207,24.7,0,0,NA,NA,253.3,0.31,110.86,3436.53
RanchoCucamongacity,CA,100,46193,4.64,50349,5.47,14,21.06,4.87,10.78,3.41,78.76,64.36,1.69,1.34,0.88,147800,99900,541,252,28.2,0,33,NA,NA,2589.1,0.51,340.63,4352.73
MachesneyParkvillage,IL,100,33791,3.67,36561,7.08,25.86,5.5,4.96,10.88,3.21,75.33,77.77,1.54,0.19,5.85,41000,27000,279,120,23.1,0,0,NA,NA,2078.7,0.39,NA,5594.26
Morristowncity,TN,0,19749,10.75,23930,20.09,42.63,11.21,7.93,15.19,2.92,58.72,64.45,3.05,0.03,0.56,32400,30800,137,128,23.3,24,0,NA,NA,1302.4,0,384.56,6255.87
Adriancity,MI,0,24788,14,28992,20.65,28.82,15.98,8.37,12.15,3.18,61.92,69.15,3.98,0.48,3.31,32200,31800,257,129,28.9,41,2,NA,NA,3089.6,0.49,NA,4933.64
Dearborncity,MI,100,34909,5.85,42215,10.78,24.11,21.71,6.24,9.3,3.15,79.37,52.04,0.77,2.68,1.75,53200,40200,293,204,26.2,14,12,228.46,100,3536.9,1.59,NA,7928.05
OilCitycity,PA,0,20411,11.84,25737,18.26,23.1,14.09,7.84,11.83,3.02,67.94,60.15,1.9,0.07,1.57,20200,24000,160,103,26.5,0,0,NA,NA,2553.6,0.54,109.9,3998.65
Frasercity,MI,100,36644,4.61,43652,5.38,21.95,12.58,5.67,10.75,3.16,74.45,61.87,1.51,0.24,0,65400,28100,315,158,24.8,0,0,NA,NA,3202.5,0.58,NA,4250.51
Tallmadgecity,OH,100,36979,3.92,41315,5.37,17.19,20.49,5.36,7.76,3.04,80.82,63.52,1.62,0,0.76,65600,39300,232,202,25.5,0,0,NA,NA,1063.3,0.78,208.02,3737.89
Brownsvillecity,TN,0,17682,16.32,23135,26.76,40.94,11.42,8.68,14.42,3.26,47.32,75.21,9.57,0,0,33000,26400,103,157,26.5,0,0,NA,NA,1359.8,0.26,1522.7,5420.42
Jacksonvillecity,FL,98.8,28513,6.33,33548,12.81,23.13,18.39,5.2,14.64,3.1,64.73,69.91,4.35,0.4,6.87,45700,44200,266,175,25.6,665,155,173.89,91.63,839.4,2.65,1681.08,8316.74
Springtownship,PA,86.8,41491,1.77,46272,2.61,15.13,27.5,2.61,7.73,3.01,84.07,73.52,1.43,0.29,0,79200,53700,381,130,26.6,0,0,NA,NA,1000.4,0.83,62.43,1050.88
Greenfieldcity,IN,0,29042,4.9,33971,7.77,24.39,13.01,4.44,11.78,3.14,76.25,75.53,0.98,0.14,1.14,42300,36800,254,126,22.2,0,0,NA,NA,1832.9,0,30.44,2184.17
Kellercity,TX,100,55050,1.51,56985,2.55,9.95,29.93,2.9,6.87,3.22,88.24,65.69,0.13,0,1.64,80700,79500,378,196,26.2,0,0,NA,NA,721.2,0.09,323.35,1324.71
Pascocity,WA,98.02,17897,12.86,21433,33.01,42.28,8.77,11.51,13.82,3.49,60.8,60.65,7.41,5.45,5.84,33900,22700,178,103,27.7,60,13,NA,NA,860.9,1.54,881.06,5900.54
DalyCitycity,CA,100,41533,8.44,45501,7.18,21.19,24.21,5.43,10.26,3.65,67.43,79.49,3.64,6.89,1.3,224500,99500,582,271,27.9,121,60,NA,NA,11859.1,19.13,579.84,3115.05
Fitchburgcity,MA,100,27101,12.41,33357,14,31.18,13.13,9.19,10.75,3.11,62.73,64.21,5.37,0.74,6.99,102000,46200,281,241,27.4,19,24,NA,NA,1432.3,1.65,1700.7,5291.66
Selmacity,CA,0,21198,19.58,23858,24.12,46.07,8.91,17.23,11.22,3.55,59.86,59.41,6.19,4.2,2.86,56800,32600,237,146,28.9,0,0,NA,NA,3760.7,0,1339.48,5630.64
NorthAndovertown,MA,75.15,51692,3.07,61468,2.84,10.17,40.55,4.45,7.07,3.22,84.43,66.67,1.06,0.41,0.53,172500,149900,423,423,25.4,0,0,NA,NA,824.9,2.06,165.71,2158.42
Hueytowncity,AL,100,29080,2.78,33676,6.98,24.58,9.55,5.34,9.62,3.01,76.21,73.39,2.55,0,2.31,41000,28900,244,100,21.8,0,0,NA,NA,1705.4,0.07,527.37,NA
LaVernecity,CA,100,46587,4.92,53431,4.42,15.42,27.15,3.94,9.32,3.25,79.22,71.9,1.4,0.82,2.95,193500,138700,482,241,27.5,0,0,NA,NA,3827.7,1.75,261.47,3849.97
Tupelocity,MS,0,27871,6.7,34441,12.61,23.94,21.88,4.5,12.67,3.1,65.05,74.19,4.33,0.02,1.59,45700,41900,175,153,22.8,25,1,NA,NA,579.1,0.1,300,7305.07
ElkCitycity,OK,0,20277,12.26,22974,18.33,33.01,12.64,8.24,12.13,3.11,71.07,70.4,2.82,0,6.78,16900,41900,148,99,22.4,6,0,NA,NA,893.1,0,234.68,4881.25
Carteretborough,NJ,100,40268,5.42,44515,8.35,30.57,9.26,6.58,7.78,3.29,68.91,61.24,3.95,2.21,6.19,126600,42600,325,305,25.2,0,0,NA,NA,4209.8,3.92,462.84,3479.12
Lamesacity,TX,0,17811,11.19,20853,32.97,48.48,8.07,11.51,8.86,3.36,72.72,46.82,2.41,0.08,3.33,17200,36500,153,120,30,0,0,NA,NA,2242.5,0,706.19,NA
McKinneycity,TX,0,27236,7.75,32284,17.47,30.97,18.97,5.86,12.64,3.19,63.69,71.14,4.51,0.96,4.24,42200,65400,287,134,27.6,21,0,NA,NA,462.7,0.15,1202.68,4888.43
Columbiaborough,PA,100,23534,8.83,29790,10.77,38.35,7.55,5.25,12.52,3.05,64.24,78.17,4.7,0.31,12.07,42400,28600,207,154,27.3,87,0,NA,NA,4299,1.71,519.3,4102.48
Perrytownship,OH,0,25322,7.33,30449,12.36,26.26,11.07,5.64,11.04,2.99,74.23,65.02,0.71,0.12,3.89,34100,30700,182,110,25.1,0,0,NA,NA,1049,0.07,253.7,2957.71
Northamptontownship,PA,98.05,59285,1.91,63019,1.55,8.68,37.23,2.76,4.66,3.48,89.88,63.17,0.5,0.28,0.52,157800,77800,651,350,32,0,0,NA,NA,1322.9,3.63,41.65,699.77
BentonHarborcity,MI,100,8866,44.82,10447,58,52.61,3.29,28.94,18.77,3.61,19.24,51.63,27.35,0.05,15.97,14999,14201,189,130,35.1,12,0,NA,NA,2813.4,2.6,NA,12994.95
Eufaulacity,AL,0,21920,11.9,27324,20.37,37.64,15.52,7.44,12.12,3.17,58.97,75.41,5.8,0.07,1.43,35400,45500,99,155,22.8,0,0,NA,NA,214.7,0.15,686.71,NA
PortHuroncity,MI,100,21522,17.03,26785,22.12,28.85,10.61,10.79,15.01,3.09,57,64.68,5.27,0.12,5.3,29900,30200,240,144,31.7,3,0,NA,NA,4061.5,0.97,NA,5730.04
Carlsbadcity,CA,100,45739,4.03,51019,6.84,10.4,35.8,4.81,12.96,2.92,75.48,66.55,2.06,2.52,0.54,195500,136700,573,337,28.9,5,936,NA,NA,1617.6,2.72,541.12,4865.48
Napacity,CA,100,35479,7.33,41661,7.73,19.24,19.18,4.78,13.52,3.04,70.47,68.1,1.45,2.11,1.39,140400,89300,465,224,30,57,1,NA,NA,3425.8,1.59,611.64,4781.77
Daltoncity,GA,0,24517,6.75,30812,14.76,38.15,20.04,5.78,15.73,3.01,62.83,74.53,1.94,1.61,1.34,44000,73300,209,156,22.3,49,1,NA,NA,1167.7,0.16,595.42,6348.23
Beloitcity,WI,100,25859,15.04,30957,17.55,27.57,11.31,8.36,13.15,3.11,58.26,71.49,7.11,0.33,3.86,29700,19300,229,129,28.8,12,0,NA,NA,2121.7,1.05,343.81,5698.58
Frankfortcity,KY,0,25670,5.49,31618,13.02,22.88,22.66,5.14,15.85,2.89,63.7,77.93,3.64,0.16,2.49,45400,33200,213,127,23.5,0,0,NA,NA,1720.6,0.6,648.57,4693.02
Norwichtown,CT,100,29354,8.88,37152,11.88,28.15,16.42,7.15,12.71,2.99,64.53,67.67,3.38,0.19,1.31,103400,52600,302,240,26.9,13,10,NA,NA,1273.7,0.86,543.6,3993.92
DiamondBarcity,CA,100,60651,3.36,63114,3.48,9.37,37.02,3.55,8.58,3.46,83.05,69.61,1.16,3.77,0.39,211600,149700,748,253,28.7,0,0,NA,NA,3433.5,0.89,470.21,2417
Evanstoncity,WY,0,31193,5.9,34759,9.22,14,16.2,4.73,12.58,3.51,79.22,79.46,0.8,0.9,1.68,41800,31300,196,141,21.7,15,1,NA,NA,1092.9,1.96,272.91,5061.2
JerseyCitycity,NJ,100,29054,12.15,32785,18.88,34.32,21.43,10.83,11.36,3.41,48.71,60.72,11.07,4.52,9.39,91800,72600,325,276,25.6,466,267,404.06,61.65,14826.6,37.29,2017.65,6265.54
Marshalltowncity,IA,0,27325,6.18,35000,9.54,19.15,17.76,4.46,11.41,2.97,74.33,76.1,1.4,0.1,1.52,29500,30200,192,107,23.4,10,0,NA,NA,1608.9,0.49,399.17,NA
Maryvillecity,TN,100,25223,8.89,32442,13.87,28.26,23.72,6.43,12.11,2.9,70.54,63.79,1.13,0.35,0.89,45300,44600,145,160,25.6,0,0,NA,NA,1375.9,0.18,604.73,2502.19
WinterParkcity,FL,100,37080,4.04,47931,9.98,11.54,43.46,3.4,11.78,2.8,64.62,63.18,4.28,0.62,1.93,91300,141900,340,255,29.2,9,3,NA,NA,3087.5,1.58,870.26,7470.78
Conroecity,TX,0,23634,7.49,27245,18.78,30.19,18.3,5.87,14.82,3.22,64.93,64.84,2.87,2.33,4.58,42300,41400,223,144,24.1,11,0,NA,NA,1272.4,0.61,1404.47,7778.59
Sheboygancity,WI,100,27647,7.47,34040,9.31,24.6,13.24,5.25,9.31,3.06,77.67,76.61,1.85,1.44,1.02,43000,24600,226,133,23,16,0,NA,NA,3624.5,2.26,145.74,5494.94
Racinecity,WI,100,26540,11.71,31846,15.86,28.02,14.85,7.63,12.6,3.17,58.25,70.85,7.24,0.3,6.26,42300,22900,244,130,27.2,17,5,232.97,86.77,5270.5,3.41,811.92,6709.88
Springfieldcity,MA,100,25656,16.52,30824,20.11,30.39,15.05,9.34,12.76,3.19,49.33,59.36,10.89,1.26,3.21,86000,39600,240,286,29.5,421,7,300.04,83.67,4719.9,5.37,NA,NA
Reddingcity,CA,100,25828,14.66,31575,14.31,19.01,16.64,8.74,15.71,2.97,64.95,62.15,2.26,0.26,2.38,74900,49400,304,161,29.3,302,282,NA,NA,1252.4,0.86,631.89,6142.86
Templecity,TX,100,23194,8.19,29872,19.16,26.22,20.37,6.66,14.19,3.05,64.78,68.7,3.77,0.27,1.6,36500,42600,211,139,25.2,54,0,NA,NA,1035.9,0.09,1164.57,5575.97
UpperGwyneddtownship,PA,97.38,56543,1.76,61870,1.28,12.41,40.79,2.09,6.39,3.29,88.93,72.23,0.86,0.6,0,139100,95900,538,270,24.4,0,0,NA,NA,1445.4,3.35,56.43,1644.5
Jamestowncity,ND,0,22146,7.67,30041,11.72,24.31,19.23,3.94,9.93,2.98,75.93,84.28,1.1,0.21,2.79,35000,25200,183,133,24.8,2,1,NA,NA,1351.2,0.72,129.56,2617.09
Doylestowntownship,PA,92.12,52212,2.37,62804,2.22,14.01,36.07,2.34,7.99,3.19,86.43,63.78,0.96,0.13,0.33,160200,112500,356,645,28.9,18,0,NA,NA,901.4,1.99,291.41,1328.27
Foxboroughtown,MA,81.15,45405,3.29,52509,4.5,10,27.12,4.97,8.85,3.21,81.61,69.49,0.98,0.32,1.4,146500,62600,481,219,24,0,0,NA,NA,703.5,4.71,199,1247.1
HighlandParkcity,MI,100,9805,34.6,16495,42.36,43.44,7.03,31.23,22.23,3.41,18.3,55.92,18.28,0.13,38.71,14999,13601,184,96,35.1,15,0,500.89,62.83,6524.3,20.94,NA,9427.69
DesPlainescity,IL,100,42176,2.31,48052,2.2,16.86,21.58,3.05,8.22,3.12,82.23,71.48,0.96,1.34,1.54,104700,51000,454,155,25,0,0,NA,NA,3618.6,7.06,NA,3443.14
Nicholasvillecity,KY,0,25258,6.35,28312,12.68,35.12,10.29,5.21,12.97,3.1,72.11,71.93,2.37,0,0.37,44100,28100,223,129,25.6,0,0,NA,NA,2128.1,0,471.89,3728.57
FortLauderdalecity,FL,100,27239,4.95,34010,17.11,25.83,21.85,6.68,16.74,2.91,49.93,68.19,8.85,2.45,3.45,65800,122400,346,180,29.3,231,436,286.7,83.11,4597.3,4.7,1421.42,14206.91
Jacksonvillecity,AL,0,22092,5.73,34561,21.03,25.19,30.04,7.84,7.72,3,70.81,74.92,1.13,0.37,0.66,43700,37700,164,129,29,0,0,NA,NA,1475.7,0.26,460.5,3033.86
Brecksvillecity,OH,100,53396,1.16,60514,2.26,9.43,41.57,3.78,7.65,3.07,90.93,59.51,0,0.27,0,111900,78900,488,382,27.1,0,0,NA,NA,581.7,3.52,39.71,905.48
Peekskillcity,NY,100,35425,6.42,43891,11.61,23.48,22.36,5.17,11.74,3.07,60.11,65.32,7.26,2.66,1.52,138500,52400,452,258,29.6,52,0,NA,NA,4359.5,11.22,761.6,NA
Radcliffcity,KY,0,25197,5.5,26880,13.18,17.17,13.19,9.78,11.26,3.13,70.37,67.96,1.59,1.01,0.46,53500,21500,238,122,24.4,0,0,NA,NA,1847.9,0.17,369.08,3451.37
Wilbrahamtown,MA,50.04,50275,3.61,55731,3.5,12.08,34.36,4,5.49,3.14,87.01,71.27,0.32,0.17,0.64,141200,84300,181,354,24.1,0,0,NA,NA,548.8,1.33,208.06,2743.32
Schertzcity,TX,97.66,31768,4.83,36563,11.42,19.62,15.23,5.62,10.16,3.09,75.43,77.56,1.13,0.21,0,46800,41400,253,132,27.7,5,0,NA,NA,454.6,0.09,278.38,2938.45
Northglenncity,CO,100,34726,4.6,38734,5.34,16.94,13.84,5.34,13.08,3.19,70.32,76.75,1.56,0.14,0.33,62900,22900,304,213,25.2,0,0,NA,NA,3762.5,2.47,330.1,5061.58
Lynnwoodcity,WA,100,30512,6.49,35771,9.29,13.86,18.46,4.55,15.5,3.06,69.81,68.93,2.44,2.48,1.11,97600,52000,402,146,28.3,5,0,NA,NA,3976.6,6.41,367.02,9848.36
NorthRidgevillecity,OH,100,41095,3.58,44221,4.1,20.93,14.1,4.15,8.06,3.31,82.29,70.24,0.75,0.02,1.96,63600,33500,279,155,23.3,0,0,NA,NA,889.4,1.06,248.69,1390
Planocity,TX,100,53905,1.45,59509,3.34,6.78,46.58,2.88,8.86,3.25,84.98,65.64,0.98,1.29,0.8,86900,64000,416,218,23.3,6,0,106.01,93.18,1875.4,1.22,303.7,4036.62
Kirklandcity,WA,100,38437,2.5,44649,5.67,8.07,36.63,3.45,15.07,2.89,73.56,71.52,1.58,0.81,1.41,123100,87800,465,208,24.6,0,0,NA,NA,3612.2,6.17,221.18,3888.15
Saginawtownship,MI,98.26,36289,3.76,44436,5.58,15.97,26.1,5.76,8.6,2.99,80.4,72.28,1.18,0.27,0.58,58700,37700,351,103,23.2,7,0,NA,NA,1475.7,0.08,NA,4080.37
SouthMiamicity,FL,100,31741,6.18,39358,14.79,20.85,31.07,5.49,14.39,3.23,52.06,67.26,9.52,2.29,11.98,77600,68900,338,168,29.4,0,0,NA,NA,4371.4,7.6,1759,10952.94
WallaWallacity,WA,0,21301,9.86,28976,19.34,21.07,16.25,9.18,12.69,3.02,67.37,65.87,2.26,1.19,3.93,38300,30700,189,146,25.6,75,11,NA,NA,2482,1.34,903.3,7624.12
MountProspectvillage,IL,100,46508,2.19,55619,3.26,14.97,30.88,3.26,6.98,3.12,85.22,66.97,0.73,2.83,0.45,128700,57100,509,124,24.3,13,0,NA,NA,4985.9,6.7,NA,3048.42
BalchSpringscity,TX,100,28734,6.28,29883,13.67,35.63,5.85,5.17,15.55,3.44,65.75,67.64,2.38,0.79,6.08,40400,20100,309,137,26.7,0,0,NA,NA,2086,1.05,2008.28,5983.44
Kingsportcity,TN,100,22750,10.42,30279,18.12,32.08,20.35,6.41,12.94,2.83,67.48,58.37,1.7,0.09,1.89,37500,50500,151,161,23.6,37,2,NA,NA,1084.5,0.05,570.65,5849.84
Windsortown,CT,87.84,50228,2.44,55400,2.43,17.95,28.33,4.59,8.93,3.16,79.79,74.06,1.3,0.6,0,140100,62800,492,242,24.8,218,0,NA,NA,906.1,2.96,82.59,2574.6
Marshfieldtown,MA,0,48986,3.8,55524,3.63,7.03,32.79,6.62,8.53,3.33,81.99,70.48,0.78,0.2,5.68,144500,81400,501,245,29,37,1,NA,NA,730.2,2.37,179.06,2166.22
Sanfordcity,FL,100,25029,9.2,28364,16.27,29.16,11.94,5.81,17.1,3.15,54.28,72.85,7.7,0.48,3.21,46400,27700,275,180,27.1,53,16,534.48,77.26,1806.1,0.75,1440.54,9049.08
Rosenbergcity,TX,0,25773,6.59,29920,21.54,41.17,9.4,6.18,12.28,3.44,66.33,73.75,2.04,1.21,5.19,38400,30200,222,132,24.8,3,0,NA,NA,1725.6,0.08,1199.22,7633.03
Camarillocity,CA,100,48219,4.74,53295,4.37,12.15,27.19,3.68,9.99,3.2,80.68,67.86,1.32,1.77,0,210800,87500,655,297,29.4,0,1,NA,NA,2737.8,0.22,270.09,2023.89
Chicocity,CA,100,19005,9.49,28279,32.03,14.36,31.76,9.2,10.82,2.96,61.02,68.58,3.52,1.67,1.14,82400,50100,296,216,35.1,72,55,NA,NA,1723.7,1.34,449.15,6313.13
Vernontownship,NJ,0,50987,2.24,52606,2.93,10.12,22.91,4.96,6.42,3.45,88.77,60.96,0.66,0.12,0.71,129600,55600,544,282,24.1,1,0,NA,NA,299.6,1.32,115.14,2118.64
RockyMountcity,NC,100,24055,11.28,29489,18.09,33.07,16.67,5.66,12.89,3.13,52.52,72.24,9.71,0.1,1.84,42000,44600,153,173,25.4,16,0,213.78,70.55,1893.2,0.56,1275.11,9192.55
Jenningscity,LA,0,16853,13.89,19341,32.89,41.04,9.98,12.87,11.15,3.27,61.49,53.96,3.23,0,6.51,27900,32000,105,139,28,0,0,NA,NA,1070.5,0.36,1204.92,6827.88
Sanduskycity,OH,0,22532,8.34,28544,15.4,28.83,9.53,8.71,14.45,3.11,59.05,74.72,4.51,0.14,0.81,38200,27100,206,131,24.4,36,0,NA,NA,2862.4,0.29,290.39,6771.38
Binghamtoncity,NY,100,20891,10.55,29169,19.98,26.12,19.83,8.21,12.76,2.95,61.71,64.21,3.48,1.42,4.03,57200,36500,246,135,29.3,80,4,266.41,91.94,4928.8,6.28,284.04,5870.71
Ashlandcity,KY,100,21904,10.3,29304,18.06,29.76,14.24,7.23,12.63,2.87,67.12,55.01,1.43,0.11,3.25,30900,32200,129,153,24.3,18,0,NA,NA,2121.2,0.37,514.54,3540.51
Hazlettownship,NJ,100,50684,3.28,55726,2.61,20.92,17.93,5.12,6.27,3.42,85.02,67.75,0.87,0.22,2.67,140500,47000,237,503,32.2,33,0,NA,NA,3769.2,12.04,69.59,1317.85
MidwestCitycity,OK,100,27042,5.25,30909,11.25,17.72,16.81,6.58,14.9,3.06,64.87,73.52,3.28,0.39,1.59,35700,32500,247,119,24.5,27,0,169.14,80.19,2058.1,0.02,513,5817.74
PhenixCitycity,AL,100,20478,10.49,24575,22.21,40.9,10.62,8.83,14.99,3.12,51.31,68.13,7.62,0.06,2.34,31900,34500,99,197,26.5,0,0,NA,NA,1197.4,0.82,816.58,NA
WestMifflinborough,PA,100,26867,7.19,31891,9.99,22.32,11.34,7.39,8.02,2.92,72.37,68.59,2.24,0.05,2.26,39200,22200,112,220,25.8,0,0,NA,NA,1611.7,7.98,469.8,4317.93
Johnstowncity,PA,100,14839,16.08,20277,26.94,35.82,7.24,14.17,11.54,2.94,57.53,55.81,5.01,0.02,0.89,17700,19000,117,107,26.3,59,0,NA,NA,4642.6,4.6,694.37,4129.66
Gainesvillecity,TX,0,20364,7.96,25282,21.68,32.93,12.1,6.56,12.01,3.03,70.23,65.96,1.46,0.68,5.38,27300,33000,141,162,26.4,4,0,NA,NA,1021.8,0.2,277.22,4809.76
PortAngelescity,WA,0,24685,8.42,30585,13.89,20.41,14.37,7.46,14.17,2.9,66.6,67.55,1.74,0.36,2.33,53600,38900,224,157,27,35,1,NA,NA,1748.6,2.51,239.32,6461.68
Modestocity,CA,100,31701,13.19,35884,12.98,25.21,15.82,8.9,13.72,3.29,70.49,60.5,2.73,1.68,1.2,101600,62900,362,188,29.1,210,38,107.2,90.56,5268.3,0.9,813.57,6641.13
Shivelycity,KY,100,24966,5.08,30582,10.67,34.99,7.21,6.09,13.24,2.83,61.46,80.71,2.03,0,1.99,40600,16600,224,85,25.8,0,0,NA,NA,3217.7,3.07,632.63,4013.04
Plainstownship,PA,98.21,25344,5.9,32101,9.05,30.9,12.48,6.44,7.27,3.04,79.19,64.95,0.94,0.15,5.88,40400,43800,174,148,25.7,0,0,NA,NA,814.9,2.17,178.97,3319.91
Galvestoncity,TX,98.68,20825,9.45,25559,24.24,29.99,21.08,8.93,16.29,3.1,51.45,70.24,7.15,0.97,7.57,39900,44000,211,188,27.1,106,37,270.14,89.7,1235.1,3.27,1756.74,9363.76
Flinttownship,MI,96.9,31394,7.61,38265,9.98,22.16,15.23,7.05,12.89,2.98,69.47,64.08,1.81,0.16,6.27,41500,32700,306,132,24,0,0,NA,NA,1387.2,0.29,NA,7307.04
Saratogacity,CA,100,86674,1.84,95602,1.44,5.01,57.87,2.86,6.59,3.02,89.2,58.63,0.1,2.01,1.13,471200,28801,544,457,25.4,0,0,NA,NA,2262.3,0.85,173.3,1753.04
Berkleycity,MI,100,36693,4.67,41298,3.72,16.57,20.53,5.12,9.87,3.13,81.64,67.62,0.43,0.09,0,54700,19500,351,199,24.8,0,0,NA,NA,6235.3,0.86,NA,2173.78
VentnorCitycity,NJ,100,33120,6.08,43414,6.64,20.55,15.4,3.35,10.72,2.87,67.74,62.99,2.09,0.37,0.57,106000,81100,452,228,28.9,0,0,NA,NA,4955.4,12.79,313.48,5919.23
Vacavillecity,CA,100,40679,6.56,43574,6.09,17.65,16.86,4.9,10.72,3.19,74.45,67.41,2.47,0.92,0.48,122800,57900,456,230,27.3,0,0,NA,NA,3047.4,1.2,433.92,3846.57
Amescity,IA,0,24636,3.03,36478,24.12,4.86,54.14,4.29,4.76,2.9,82.23,71.48,1.51,5.11,2.92,59000,36800,265,170,30,22,0,NA,NA,2318.1,8.04,91.93,NA
SouthSaltLakecity,UT,100,18627,9.56,24212,17.24,27.29,9.56,7.93,18.25,3.02,59.94,67.87,3.48,0.71,3.02,40100,18800,219,98,24.1,0,14,NA,NA,2184.9,5.08,602.73,14142.21
Guilfordtown,CT,8.87,56115,1.76,61409,2.97,8.6,43.2,3.69,8.46,3.13,86.16,70.81,0.51,0.76,1.2,181200,112500,502,323,26.4,0,0,NA,NA,406.2,1.09,44.79,2662.35
Saugustown,MA,100,41919,5.08,48669,3.93,19.43,16.23,5.8,7.62,3.21,80.07,69.02,0.75,0.11,0.83,143500,53000,258,410,25.2,3,0,NA,NA,2244.1,6.27,491.54,NA
Alexandriacity,VA,100,41472,3.06,50812,7.09,13.09,48.55,3.5,14.47,2.83,60.72,76.46,7.23,4.41,0.58,161400,166300,570,255,25.4,381,2,225.41,83.86,7028,18.15,659.56,6668.42
Caycecity,SC,100,27065,6.95,32478,9.3,26.53,16.5,4.88,11.27,2.98,64.02,77.86,4.37,0.24,2.45,45800,26600,236,155,24.1,0,0,NA,NA,1217.1,1.42,1292.78,7813.69
